state,fipscode,county,population,hispanic,minority,female,unemployed,income,nodegree,bachelor,inactivity,obesity,density,cancer,votergap,trump,clinton
Indiana,18039,Elkhart County,200502,15.278,10.504,50.549,3.8,50192,19.2,17.9,25.9,32.8,98,204.6,32.434,64.139,31.704
Indiana,18101,Martin County,9946,0.958,2.005,49.472,4.2,48381,18,11.8,30.8,35.8,106.1,204.6,58.54,76.867,18.327
Louisiana,22107,Tensas Parish,5609,1.772,56.688,51.435,9.7,27522,23.9,9.8,36.1,34.8,153,204.6,-5.859,46.402,52.261
Illinois,17007,Boone County,54020,20.944,6.918,50.27,6.6,58792,13.6,19.4,23.1,33.7,46.7,204.8,14.639,54.243,39.604
Washington,53071,Walla Walla County,59059,21.597,7.851,48.845,5.8,49819,11.4,26.5,20,28,46.3,204.8,16.178,54.995,38.817
Texas,48427,Starr County,62671,95.824,1.314,51.412,13.6,26699,53.3,9.6,25.3,29.6,45.5,204.9,-60.115,18.972,79.086
Florida,12129,Wakulla County,32815,3.808,18.202,45.096,4.6,51642,12.5,17.2,27.2,36.4,50.8,205,40.139,68.476,28.337
Nebraska,31003,Antelope County,6652,2.682,1.746,50.483,2.5,50919,8.9,18.3,25.9,27.6,55.7,205,72.547,84.379,11.832
Vermont,50025,Windham County,43471,2.19,4.679,50.966,3.7,49616,8.5,34.5,17.4,23.4,86.6,205,-41.974,25.824,67.798
Indiana,18143,Scott County,23624,1.916,2.405,50.83,5.4,41649,19.4,13.2,34.1,29.5,583,205.1,37.881,67.042,29.161
Louisiana,22059,La Salle Parish,13964,2.611,15.166,48.15,6.7,44139,20.4,13,29.7,33.2,90.2,205.1,79.629,88.84,9.211
Alabama,1009,Blount County,58345,8.954,4.229,50.592,5.4,45567,21.9,12.3,28,34.6,88.9,205.3,81.382,89.852,8.47
Texas,48293,Limestone County,22287,21.269,21.437,48.34,5.1,37256,20.6,13.6,29.6,33.9,65.3,205.5,52.288,75.144,22.856
Kansas,20061,Geary County,31751,15.558,30.049,46.387,6.2,41193,8.9,19.7,26.5,32.7,45.5,205.6,21.7,57.736,36.036
Georgia,13137,Habersham County,43613,14.119,9.453,52.693,5.6,40994,22,16.5,27,31.7,155.5,205.7,66.35,81.746,15.396
Iowa,19117,Lucas County,9179,1.601,1.659,49.309,3.5,42582,9.4,12.7,27.3,33.8,28.3,205.7,38.096,66.861,28.764
Iowa,19141,O'Brien County,13928,4.562,3.211,50.057,2.8,55968,8.6,19.5,19.6,31.6,97.7,205.7,60.166,78.048,17.882
Montana,30069,Petroleum County,440,1.263,1.474,44.211,5.1,35092,3.4,18,25.4,24.6,5.6,205.7,76.875,86.25,9.375
Pennsylvania,42093,Montour County,17715,2.813,5.949,52.261,4.2,54547,10.4,28.3,22.6,32.5,1655.9,205.7,28.389,61.793,33.404
Virginia,51127,New Kent County,18112,2.584,18.12,48.926,3.8,72406,11,24.6,21.2,28.2,87.9,205.7,37.589,66.735,29.146
West Virginia,54003,Berkeley County,103854,4.023,11.683,50.58,5,56737,13.6,20.3,25.9,34.3,324.4,205.9,37.229,65.957,28.728
Georgia,13157,Jackson County,63544,7.027,11.514,50.388,4.8,51931,18.5,18.6,25.4,27.4,178.1,206,63.884,80.401,16.517
Georgia,13267,Tattnall County,24493,10.864,32.011,42.11,6,34010,25.2,11.2,28.8,33.1,53.2,206,49.629,74.022,24.393
Indiana,18045,Fountain County,16852,2.429,2.296,50.166,5.9,45168,13.2,12.5,28.8,29.8,504.1,206,55.994,75.743,19.748
Iowa,19013,Black Hawk County,129276,4.18,13.916,51.03,4.5,51331,10.3,26.2,23.8,29.9,36.4,206,-7.314,43.312,50.626
Connecticut,9005,Litchfield County,188728,5.651,5.73,50.675,5,73413,8.7,33.7,19.3,23.9,206.3,206.1,13.897,54.782,40.885
South Dakota,46103,Pennington County,100850,4.202,93.411,51.485,11.6,27244,8,27.9,19.7,27.3,12.5,206.1,-78.142,8.322,86.464
Ohio,39099,Mahoning County,236735,5.478,19.253,51.273,6.1,41316,10.8,21.5,27.6,31.3,93.2,206.2,-2.996,46.804,49.8
Missouri,29221,Washington County,24400,1.279,4.692,48.334,6.6,34581,27,7.8,31.8,33.6,75.9,206.3,55.189,75.946,20.757
South Dakota,46113,Shannon County,13727,2.038,2.718,47.898,2.6,46281,21,12.5,21.6,42.9,4.1,206.4,51.469,72.93,21.46
Iowa,19165,Shelby County,11957,3.027,2.901,50.868,2.8,55637,8.4,19.7,29.4,29.4,360.7,206.5,42.919,69.219,26.3
Texas,48067,Cass County,29203,4.371,19.859,51.773,6.9,39256,15.5,12.7,26.3,31.3,6.7,206.5,59.728,79.114,19.387
Texas,48237,Jack County,8497,16.58,7.017,43.782,4.3,52030,19.7,10.8,22.3,26.9,1.5,206.5,79.635,89.039,9.404
Virginia,51081,Greensville County,12049,2.036,61.405,37.568,5.4,36459,24.1,8.5,26.8,32.7,41.5,206.5,-18.817,39.812,58.629
Wyoming,56009,Converse County,13578,8.141,4.432,48.799,3.6,63166,8.7,19.6,27.1,28.3,3.3,206.5,74.054,84.249,10.195
Minnesota,27095,Mille Lacs County,26383,2.063,9.027,49.748,5.8,48434,11.6,15.3,25,35.9,38.3,206.6,35.766,64.411,28.645
Indiana,18021,Clay County,26533,1.347,2.32,50.794,5.3,44385,13.2,14.2,26.8,33.1,295.6,206.8,55.262,75.744,20.481
Nebraska,31125,Nance County,3460,2.587,1.892,50.125,2.5,48535,11.7,14.4,22.8,29.8,3.5,206.9,61.101,78.612,17.511
North Carolina,37193,Wilkes County,66555,6.093,6.807,50.58,5.7,33398,25.7,12.9,28.8,26.7,221.7,206.9,55.171,76.556,21.385
Oklahoma,40041,Delaware County,40555,3.659,33.187,50.681,4.8,36424,15.6,16.4,33.2,33.4,27.8,206.9,54.145,75.23,21.084
Nebraska,31159,Seward County,16481,2.548,2.759,48.51,2.9,61802,7.7,26.8,22.1,29.4,50,207,46.041,70.299,24.258
Arkansas,5131,Sebastian County,123597,13.735,17.47,51.079,5,39907,17.6,19.7,30.4,36.9,236.4,207.1,37.592,65.208,27.616
Colorado,8057,Jackson County,1369,11.578,4.499,47.05,3.7,45073,15.5,17.5,20.5,21.4,0.9,207.1,53.016,72.854,19.838
Ohio,39091,Logan County,46582,1.419,4.962,50.646,4.1,50753,13.4,14.8,23.6,34.3,243.9,207.1,52.597,74.194,21.598
Ohio,39119,Muskingum County,84884,0.985,7.496,51.428,6.1,41814,13.4,14.6,32.9,31.2,85.8,207.3,34.961,65.13,30.168
Tennessee,47169,Trousdale County,7922,3.245,11.975,50.298,5.9,40251,23.9,11.9,32.3,32.9,133.3,207.3,36.792,66.805,30.013
Connecticut,9007,Middlesex County,165702,6.092,10.869,51.219,4.8,76365,6.2,39.7,18.6,24.1,448.6,207.4,-7.306,43.944,51.25
Kentucky,21007,Ballard County,8161,1.218,5.821,50.658,7.1,44732,16.2,12.4,32,34.2,106.1,207.4,57.181,77.079,19.898
Minnesota,27155,Traverse County,3573,2.558,8.233,50.221,4.1,49536,9.6,16.8,25.6,32.1,26.3,207.4,23.395,58.626,35.232
New Jersey,34017,Hudson County,597924,43.012,34.601,50.254,5.3,57720,17.5,36.8,25,23.9,895.3,207.4,-51.813,22.646,74.459
Minnesota,27069,Kittson County,4374,2.057,2.193,49.706,4.6,50372,9.9,21.2,24.5,27.8,53,207.5,22.26,57.088,34.829
Iowa,19053,Decatur County,8231,2.725,4.72,49.684,3.2,36742,13.7,19.2,25.3,33.1,17.4,207.6,29.571,62.004,32.433
Montana,30015,Chouteau County,5167,2.41,22.819,50.199,2.9,41004,8.6,24.4,27.3,26.2,30.1,207.6,36.691,64.936,28.245
Illinois,17031,Cook County,5287037,25.185,34.329,51.5,6.1,55058,15.2,35.3,20.1,25.3,106,207.7,-52.956,21.419,74.376
New York,36051,Livingston County,62871,3.682,6.456,49.84,5.4,49920,11.1,23.9,22.9,31.2,21.3,207.7,27.845,61.254,33.409
Louisiana,22111,Union Parish,22584,4.427,27.673,50.429,7,38998,17.4,11.6,31.6,34.4,90.8,207.8,48.476,73.178,24.702
New York,36021,Columbia County,61618,4.568,9.404,49.858,4.1,55047,12.1,28.5,22.2,25,79.1,207.8,-1.347,46.802,48.149
Oklahoma,40009,Beckham County,21116,14.368,11.911,46.42,4.8,46625,16.5,16.9,28.1,35.5,3.1,207.8,70.78,83.504,12.724
Wisconsin,55089,Ozaukee County,86311,2.846,5.434,50.84,3.7,77364,3.8,46.4,18.9,27.1,370.7,207.8,19.283,57.072,37.789
Illinois,17165,Saline County,25738,1.67,7.231,50.75,7.7,38329,14.6,14,23.3,30.1,410.6,207.9,50.712,73.42,22.708
Pennsylvania,42019,Butler County,184694,1.38,3.691,50.704,4.6,60851,6.8,31.7,21.7,28.5,1034.7,207.9,37.548,66.707,29.159
Wisconsin,55127,Walworth County,100593,11.358,4.05,50.091,4.8,52852,9.7,26.3,23.2,25.1,184.2,207.9,20.055,57.046,36.99
Illinois,17029,Coles County,52065,2.357,7.11,51.553,6.2,41319,10.5,24,24,26.3,79.7,208,26.413,60.171,33.758
Michigan,26035,Clare County,30104,2.042,3.397,50.365,7.4,34655,16,10.5,30.4,33.8,24.7,208,31.804,63.556,31.752
Montana,30085,Roosevelt County,10303,2.571,61.624,49.739,5.2,37511,16.3,12.6,28.7,36.9,4.7,208,6.225,49.172,42.947
Texas,48411,San Saba County,5871,29.351,6.897,46.314,3.6,38000,20.1,13.5,25.5,27.4,93.5,208.1,73.577,86.024,12.447
Nebraska,31175,Valley County,4108,2.287,1.589,50.361,2.8,44726,6.9,17.4,22.1,32.3,17.6,208.2,65.976,81.492,15.516
Washington,53029,Island County,81054,7.321,14.158,49.992,6,59358,5.1,31.7,18.7,27.4,376.6,208.2,-6.191,42.999,49.19
Missouri,29139,Montgomery County,11698,1.564,3.973,50.209,5,42105,18,12.1,29.5,33.9,13.6,208.3,55.42,76.032,20.612
New York,36013,Chautauqua County,133503,7.238,6.182,50.426,6.1,41757,12,21.1,26,29.6,115.7,208.3,24.578,59.574,34.995
Nebraska,31065,Furnas County,4556,3.682,2.448,50.535,2.7,44461,10.1,18.1,26.9,33.9,2.8,208.4,69.59,82.721,13.132
Virginia,51165,Rockingham County,75134,6.358,5.18,50.903,4.1,55798,18.5,23.7,23.5,26.4,89.9,208.5,43.541,69.162,25.621
Iowa,19121,Madison County,15409,1.593,2.514,50.219,3.8,62230,5.6,21.7,26.1,34.2,19.7,208.6,31.327,62.607,31.28
Georgia,13021,Bibb County,156060,3.186,57.912,53,6.6,36014,17.3,23.4,26.8,31.3,622.8,208.7,-20.22,38.728,58.949
Louisiana,22021,Caldwell Parish,10439,2.782,19.324,48.844,8.2,36350,26.7,9.8,32.7,36.3,181.2,208.7,64.663,81.458,16.795
Minnesota,27169,Winona County,49436,2.806,5.888,50.313,3.3,49365,9.6,27.5,21.8,28.9,8.8,208.7,2.924,46.89,43.966
Oregon,41039,Lane County,351109,8.476,10.194,50.863,5.9,44976,8.9,28.2,14.6,27.4,1,208.7,-18.931,36.57,55.501
Missouri,29005,Atchison County,6036,1.451,2.167,50.377,4.5,45997,11.1,21.4,31.9,29.8,40,208.8,55.747,75.615,19.868
Missouri,29039,Cedar County,13544,2.275,3.344,50.065,5.3,33631,17.1,14.3,33.7,31,142.8,208.8,63.858,79.946,16.088
Montana,30049,Lewis and Clark County,61942,3.132,6.071,50.521,3.3,53572,5.7,37.6,17.8,24.3,19.3,208.9,6.905,49.305,42.399
Ohio,39063,Hancock County,74538,5.276,5.719,50.878,3.7,51498,8.2,24.9,22.4,31.4,1976.7,208.9,40.771,67.518,26.746
South Carolina,45001,Abbeville County,25098,1.304,30.27,51.348,6.9,35525,22.3,12.3,31,35.2,385.7,208.9,28.254,62.868,34.614
Maryland,24025,Harford County,242514,4.291,19.68,51.063,5,79403,7.1,33.4,20.9,27.9,46.5,209.1,24.519,59.78,35.261
Massachusetts,25025,Suffolk County,753580,22.141,37.878,51.557,4.6,54280,16,41,18.1,21.3,750.9,209.1,-62.985,16.487,79.472
Wisconsin,55045,Green County,36110,3.001,2.711,50.301,3.8,53328,8.2,20.9,21.2,31.4,63.1,209.2,-2.278,46.262,48.539
Arizona,4003,Cochise County,129518,34.669,12.183,49.101,7.4,45025,13.7,23.1,20.9,26,21.3,209.3,22.586,58.025,35.439
Arkansas,5071,Johnson County,24994,14.112,6.813,50.212,6,34923,21.7,16.3,31.4,36.4,38.7,209.3,40.183,66.828,26.645
Kentucky,21019,Boyd County,48527,1.523,5.318,50.231,7,40224,12.2,16.7,28.1,38.5,69,209.3,37.01,66.447,29.437
Kentucky,21221,Trigg County,13290,1.967,10.244,50.987,5.9,44676,17.2,17.6,28.8,33.4,33.3,209.3,49.533,73.062,23.529
Massachusetts,25007,Dukes County,15974,3.387,9.48,50.477,6.9,61259,6.6,41.2,17.7,22,991.3,209.3,-51.286,21.637,72.923
Tennessee,47013,Campbell County,40970,1.25,2.397,51.358,8.1,33333,28,9.5,31.1,32.5,301,209.3,60.877,78.855,17.978
Minnesota,27163,Washington County,231958,3.997,13.089,50.541,3.2,84113,4,41.3,15.6,26.1,45.2,209.4,-1.86,45.105,46.965
Pennsylvania,42079,Luzerne County,312845,9.779,8.577,50.615,6.3,44222,11.4,21.4,28.2,28.9,1012.5,209.4,19.629,58.395,38.766
Georgia,13191,McIntosh County,11378,2.083,36.824,50.476,6.4,37603,21.4,14.2,27.9,30.9,33.8,209.5,20.092,59.087,38.995
Arkansas,5123,St. Francis County,26255,4.585,55.869,45.188,7.5,30489,22.7,11.8,36.1,42.5,44.5,209.6,-11.252,43.001,54.253
Georgia,13311,White County,25294,3.118,5.043,51.033,5.1,42126,14.1,19.4,24.5,28.6,112.8,209.6,68.635,82.839,14.204
Missouri,29099,Jefferson County,219046,1.869,3.707,50.34,4.8,58976,12.4,18,27.1,30.4,183.9,209.6,35.319,65.088,29.769
Georgia,13043,Candler County,10680,11.437,26.851,50.661,5.6,31829,23.3,15.1,29.5,30.3,45.3,209.7,43.599,70.828,27.229
Texas,48185,Grimes County,26011,23.401,19.279,45.5,5.4,44795,20.2,11.6,27.4,29.1,445.4,209.7,51.123,74.15,23.027
Georgia,13065,Clinch County,6988,4.57,31.452,50.37,6.8,31577,25.4,14.1,26.4,29.6,8.5,209.8,42.53,70.569,28.039
New York,36091,Saratoga County,220069,3.087,6.369,50.566,4.2,71885,6.2,38,24.7,26.7,41.8,209.8,4.364,49.081,44.718
Mississippi,28069,Kemper County,9833,0.833,65.643,49.694,10.4,33015,22.1,10.8,32.4,36.9,97.5,209.9,-22.613,38.327,60.94
Indiana,18147,Spencer County,20039,2.732,2.501,49.206,4.1,54468,12.6,15.4,27.5,30.5,108.1,210,37.263,65.991,28.728
Kansas,20095,Kingman County,7571,3.603,3.304,50.046,4.4,53378,10.7,18.9,28.5,32.2,4.6,210,58.305,76.41,18.104
North Carolina,37037,Chatham County,64772,12.403,17.91,52.129,4.8,56797,13.8,36.2,23.3,27.1,387.1,210,-10.084,43.531,53.616
Alabama,1073,Jefferson County,665027,3.792,46.248,52.777,5.8,44852,12.3,30.3,26.2,33.2,592.5,210.1,-7.227,45.022,52.249
Idaho,16057,Latah County,38046,4.273,6.994,48.669,3.5,43482,4.2,44,15.5,24.3,111.3,210.1,-4.618,39.981,44.599
Louisiana,22109,Terrebonne Parish,109291,5.2,28.485,50.537,5.9,49044,24.4,12.9,33,39.5,8.7,210.1,48.381,72.677,24.295
North Carolina,37005,Alleghany County,10964,9.652,4.872,50.208,6.2,35266,20.4,17.4,29.9,27.1,143.1,210.1,47.737,72.67,24.933
North Carolina,37153,Richmond County,45970,6.42,37.925,50.987,7.9,34665,19.4,13.1,32.2,37.9,181.1,210.1,10.147,54.213,44.065
Wisconsin,55081,Monroe County,43760,4.165,5.298,49.645,4.5,52978,11.8,17.5,24.3,33,49.6,210.1,22.476,58.515,36.039
Missouri,29195,Saline County,22821,9.674,11.05,50.344,4.7,41112,16.1,18.1,29.7,37.6,1967.2,210.2,34.505,64.651,30.146
Montana,30001,Beaverhead County,8976,3.849,5.29,48.989,3.4,41602,6.4,27.2,21.8,24.2,5157.5,210.2,45.334,69.088,23.754
Nebraska,31029,Chase County,3625,13.043,1.517,51.314,1.9,52749,10.1,19,23,30.6,12,210.3,78.336,87.574,9.238
Ohio,39065,Hardin County,31818,1.616,3.51,50.527,4.7,45195,13,14.5,28.9,35.2,140.7,210.3,47.203,71.092,23.889
Oklahoma,40053,Grant County,4317,4.378,7.407,50.696,2.8,49774,9.8,22.1,36.7,36.4,47.6,210.3,70,83.045,13.045
Utah,49021,Iron County,45280,8.408,6.688,49.793,4.4,43615,9.5,27.9,17.9,23.3,2.5,210.3,50.234,66,15.766
New York,36077,Otsego County,61602,3.66,5.622,51.319,5.3,43104,10.6,27.2,19.5,26,128.3,210.5,13.026,53.353,40.327
Tennessee,47067,Hancock County,6588,0.426,2.511,50.563,10,27323,23.7,10.1,35.8,30.6,620.3,210.5,68.192,82.638,14.446
Indiana,18087,LaGrange County,37204,4.027,1.989,49.45,3.6,52003,36.9,10.8,26.2,34.2,145.6,210.6,51.769,73.545,21.776
Kansas,20179,Sheridan County,2435,4.26,2.15,49.164,2.3,52300,9.7,21.4,26.6,31.5,327.1,210.6,77.827,87.078,9.251
Maryland,24037,St. Mary's County,102999,4.902,21.122,50.14,5,84686,9,29.8,22.9,32,128.5,210.6,24.581,59.53,34.949
Missouri,29073,Gasconade County,15096,1.46,2.659,50.485,4.2,44065,16.4,15.6,31,35,110,210.6,55.763,76.169,20.406
Ohio,39085,Lake County,236775,4.105,7.208,51.134,4.4,58697,8.7,26,23.7,26.7,115.9,210.6,15.579,55.525,39.947
Indiana,18007,Benton County,8613,5.184,2.73,50.132,4.4,46196,11.3,16.4,28.2,32.6,188.7,210.7,47.044,70.58,23.536
North Dakota,38077,Richland County,16067,2.835,6.115,48.61,2.7,57177,8.1,22.4,23,33.1,2.8,211,36.126,63.794,27.668
Colorado,8083,Montezuma County,25368,12.618,17.327,50.348,5.6,44163,9.9,26.4,16.2,21.7,12.6,211.1,30.309,61.16,30.852
Maryland,24009,Calvert County,89212,3.659,18.231,50.648,4.6,92446,7.5,29.3,20.9,29.7,1345.5,211.1,18.439,56.807,38.368
New Hampshire,33015,Rockingham County,299276,2.71,4.595,50.478,3.6,79653,5.5,38,19.2,26.1,156.8,211.1,5.841,50.539,44.698
Tennessee,47025,Claiborne County,31243,1.126,3.4,51.285,7.3,33640,25,12.3,32.6,30.8,60,211.1,63.123,80.226,17.103
Alabama,1011,Bullock County,10985,7.526,72.831,45.241,7.8,26580,34.5,14.1,31.7,43,17.5,211.2,-50.862,24.229,75.09
Kansas,20045,Douglas County,116383,6.021,16.049,49.995,3.7,49246,5.4,49.4,17.7,24.2,20.2,211.2,-32.72,29.666,62.385
New Mexico,35028,Los Alamos County,18074,17.149,11.453,49.311,4.1,108477,2.8,64,13,19.9,4.2,211.2,-19.728,31.066,50.793
North Carolina,37079,Greene County,20658,14.777,40.877,45.282,5.5,37263,23.8,9.7,28.6,35.9,112.7,211.2,9.834,54.387,44.553
Texas,48059,Callahan County,13426,9.862,4.846,50.668,4.3,40796,12.8,13.4,25.5,28.4,42.2,211.2,77.214,87.437,10.223
Illinois,17053,Ford County,13911,2.97,2.978,50.932,5.4,50877,11.4,16.1,23.2,28.2,30.9,211.3,48.72,71.14,22.42
Michigan,26105,Mason County,28637,4.555,4.565,50.175,5.8,42896,9.3,20.1,23.5,29.9,37.1,211.3,21.995,58.023,36.028
South Carolina,45005,Allendale County,10195,2.979,74.875,46.178,11.4,25530,28.8,12.7,31.8,41.1,149.5,211.3,-54.053,22.023,76.076
Virginia,51065,Fluvanna County,25732,3.229,18.391,54.446,3.7,64258,15,29.6,22.9,27.6,89.8,211.3,9.391,52.016,42.625
Texas,48201,Harris County,4070989,41.978,29.821,50.255,4.6,54230,20.9,29,21.5,27.2,61.3,211.4,-12.396,41.827,54.224
Virginia,51063,Floyd County,15013,2.473,3.949,49.652,4,43355,16.3,16.7,24.7,26.5,40.2,211.4,37.494,66.345,28.851
Wisconsin,55039,Fond du Lac County,100070,5.045,5.119,50.864,4.1,52149,9.5,20.9,22.2,30.1,141.2,211.4,26.721,60.759,34.037
Mississippi,28049,Hinds County,247631,1.626,73.117,53.257,6.1,38454,14.6,27.5,31.6,34.9,326,211.5,-43.702,27.223,70.925
New Mexico,35001,Bernalillo County,642527,49.236,15.421,50.948,5.9,47192,12.2,32.3,15.3,21.5,304.5,211.5,-17.678,34.512,52.19
Montana,30103,Treasure County,612,3.013,5.882,48.207,5,47089,10.8,19.2,31.4,25.6,2.8,211.6,65.837,79.186,13.348
Wisconsin,55105,Rock County,160155,8.442,9.309,50.94,5.2,51237,11.6,20,21.9,36.9,223.3,211.6,-10.465,41.953,52.418
Illinois,17143,Peoria County,185816,4.64,25.495,51.577,6.9,52448,9.9,29.3,23.7,28.8,70.5,211.9,-2.759,45.568,48.326
Pennsylvania,42105,Potter County,16714,1.147,2.165,50.167,6.8,40323,12.4,15.4,30.5,32.4,105.3,211.9,63.611,80.327,16.716
Colorado,8085,Montrose County,41412,20.512,5.893,50.789,5.1,46336,13.1,24.6,16.9,19.7,18.4,212,42.074,67.883,25.809
Minnesota,27057,Hubbard County,18644,1.888,5.345,49.726,6.1,47944,7.8,24.3,21.3,24.9,34.5,212,33.59,63.635,30.045
Ohio,39131,Pike County,27722,0.921,3.877,49.97,7.4,40512,22.9,11.4,27.6,35.8,111.1,212,36.706,66.612,29.905
Texas,48417,Shackelford County,3047,11.552,4.209,51.343,2.8,55130,13.8,24.3,25.2,28.3,18.7,212,84.887,91.744,6.858
Colorado,8089,Otero County,18670,41.694,8.854,50.324,5.8,33043,17.5,15.5,21.3,26.9,14.9,212.1,25.189,59.309,34.121
Kansas,20171,Scott County,4560,18.413,3.243,49.436,2.8,56032,16.2,20,26.7,32.1,77.2,212.1,74.108,84.854,10.746
Maine,23007,Franklin County,29735,1.394,2.931,50.895,4.8,41035,8.1,24.5,20.5,30.2,337.2,212.1,5.488,48.224,42.736
Alabama,1063,Greene County,8829,1.014,81.425,52.542,11,26504,24.9,11.5,31.7,46.3,14,212.2,-65.158,17.236,82.394
New York,36119,Westchester County,955962,24.175,25.874,51.612,4.6,83152,12.4,46,19.2,20.3,155.3,212.2,-32.768,32.138,64.905
Georgia,13091,Dodge County,19749,3.534,32.066,47.874,8.3,32293,20.4,14.4,28.8,28.5,44,212.3,45.533,71.78,26.247
Georgia,13115,Floyd County,96250,10.692,19.234,51.67,6.6,41814,22.1,18.6,27.7,31,188.9,212.3,43.556,70.204,26.648
New York,36045,Jefferson County,118719,7.325,12.324,47.486,6.7,49781,11.2,20.5,27.2,28.4,45.7,212.3,22.351,58.217,35.867
Indiana,18053,Grant County,68796,4.206,11.006,52.222,5.5,40234,14.5,17.2,30.3,37.3,68.7,212.4,39.542,67.392,27.85
Indiana,18063,Hendricks County,140606,3.699,10.991,50.178,3.8,70358,6.4,32.1,24.3,31.8,81.2,212.4,34.19,64.214,30.023
Idaho,16031,Cassia County,21698,27.125,4.812,49.226,3.3,45078,21.2,16.9,24.3,30.5,3.9,212.5,60.076,72.744,12.668
South Carolina,45015,Berkeley County,173498,6.176,31.242,50.125,5.5,52436,12.5,21.6,23.6,35,281.5,212.5,17.399,56.036,38.637
South Carolina,45043,Georgetown County,60703,3.212,34.15,52.545,8.4,44283,14.3,23.8,28.2,30.8,171.1,212.5,13.008,54.995,41.987
California,6055,Napa County,134650,33.904,15.459,50.379,4.6,71063,17.2,31.9,16,23.7,182.4,212.6,-35.26,29.603,64.863
Michigan,26129,Ogemaw County,21234,2.13,3.339,50.299,7.5,35968,14.9,11.6,27.7,35.6,51.9,212.6,36.559,65.733,29.174
Alabama,1103,Morgan County,117293,7.965,16.675,50.739,5.8,45082,18.1,19.9,28.6,31.6,206.3,212.8,52.361,74.797,22.436
Kentucky,21193,Perry County,29136,0.86,3.577,50.59,8.9,31265,30,13,35.5,37,53.7,212.8,56.962,77.166,20.204
Delaware,10001,Kent County,157741,6.952,32.164,51.796,5.4,54271,14,22.7,27.8,32.8,276.9,212.9,4.905,49.815,44.91
New Mexico,35061,Valencia County,72913,59.876,10.719,49.713,7.5,40591,19.4,16.5,22.2,26.6,1.2,213,8.597,47.893,39.296
Georgia,13269,Taylor County,8587,2.593,40.072,52.737,9.3,32815,25.4,10.1,29.6,28.8,23.6,213.1,22.546,60.611,38.066
Indiana,18111,Newton County,13736,5.875,2.856,49.122,5.7,51285,14.2,9.1,32.4,35.3,170.5,213.1,46.123,70.351,24.227
Minnesota,27151,Swift County,10823,4.176,3.362,49.304,6,51032,11.2,16.6,23.8,28.6,17.3,213.1,25.825,59.622,33.796
Montana,30017,Custer County,11189,3.057,5.109,49.979,3.3,47493,9.7,19.5,27.8,30.6,1.5,213.1,47.791,70.504,22.713
South Dakota,46015,Brule County,5275,2.518,13.71,51.032,2.7,47224,15.4,21.4,21.7,34.4,21.3,213.1,43.444,68.4,24.956
Kentucky,21065,Estill County,14859,0.918,1.503,50.553,6.2,30333,26,8.4,33.6,35.1,33.5,213.2,56.411,76.393,19.982
Oregon,41041,Lincoln County,46293,8.733,10.124,51.45,6.8,40226,11.6,24.3,17.9,28.5,77.2,213.2,-9.981,41.194,51.175
Tennessee,47047,Fayette County,38785,2.51,29.621,50.68,6.4,56573,12.8,22.7,31.4,31.1,74.8,213.2,37.196,67.575,30.379
Texas,48199,Hardin County,53424,5.644,8.118,50.604,5.6,53872,13.9,15.4,29.2,32.1,6,213.2,73.88,86.086,12.206
West Virginia,54079,Putnam County,55673,1.135,3.446,50.765,5.5,59472,9.5,23.9,25.5,34.6,160.5,213.2,47.748,71.411,23.663
Wyoming,56029,Park County,27976,6.244,4.431,50.352,4.2,55354,6.4,28.3,21.6,25.5,4.1,213.2,58.631,75.953,17.323
Massachusetts,25015,Hampshire County,156044,5.438,11.373,53.381,4.4,57737,6.4,43.2,15.3,18.9,751,213.3,-39.455,26.83,66.285
Missouri,29121,Macon County,15359,1.337,5.145,50.975,5.4,35345,12.9,15.7,29.2,32.8,42.8,213.3,56.419,76.448,20.029
Texas,48179,Gray County,22074,28.281,9.759,46.545,5.7,49012,19.1,14.5,24.3,28.4,18.6,213.3,78.75,88.247,9.497
Wisconsin,55043,Grant County,48965,1.476,3.357,47.759,4.4,46972,9.3,20.2,21.4,31.9,44.7,213.3,9.563,51.337,41.774
Tennessee,47121,Meigs County,12108,1.834,4.286,50.27,7.8,34801,24.9,7.8,32,27.9,132,213.4,57.55,77.407,19.856
Colorado,8063,Kit Carson County,8402,18.652,5.44,46.197,2.4,46394,16.8,13.9,24.5,27.6,3.8,213.5,65.541,80.1,14.559
Michigan,26089,Leelanau County,21899,4.249,6.547,50.894,5,60622,5.5,39.5,23.9,26.6,137.4,213.5,3.151,49.055,45.904
Georgia,13127,Glynn County,76820,6.851,30.715,52.56,6,46737,13.4,26.4,25.5,26.2,189.7,213.6,28.624,63.106,34.482
Indiana,18035,Delaware County,115192,2.164,11.088,51.708,5.7,39449,12,23.3,29.2,31.5,116.4,213.7,13.685,54.178,40.493
